time_min,time_generations,TetR_mRNA,TetR_total,CI_mRNA,CI,LacI_mRNA,LacI,C31_mRNA,C31_protein,TetR_free,PLtetO1_activity,resource_availability,unthrottled_C31_demand_molecules_min,actual_C31_translation_flux_uM_h
1160.0,23.2,0.005889859614920122,303.5363769414956,0.008242780837880666,10.353160974253953,17.672554818209996,236.1216310301053,0.7640237379730476,79.61960973317348,183.578974851104,0.0053532076671694035,1.0,0.3820118689865238,0.038060737954573196
1161.0,23.22,0.00547057646957393,299.36032069907395,0.008818734500502218,10.214860411729006,17.930276567374417,241.7104627055612,0.7670056835416416,78.90357184731182,179.40595963410914,0.005378422836332618,1.0,0.3835028417708208,0.03820928706795828
1162.0,23.24,0.005086245034521862,295.2415580987313,0.009440548448388583,10.078761111370325,18.184447500840804,247.34944695668293,0.7702250663960714,78.19893078539657,175.29048628896652,0.005405696244032768,1.0,0.3851125331980357,0.038369664398017395
1163.0,23.26,0.004733669169814562,291.17931690827965,0.010112408950338065,9.944856564319478,18.43489060641977,253.0360857641555,0.7737035605467686,77.50565284846442,171.23180587056046,0.00543522097891004,1.0,0.3868517802733843,0.03854294966098245
1164.0,23.28,0.004409964491303449,287.1728340190084,0.010838940106078238,9.81314253695283,18.68143729706009,258.7678296967303,0.7774651068323569,76.8237161173643,167.22918106323272,0.00546721090835717,1.0,0.38873255341617846,0.03873033549778851
1165.0,23.3,0.00411252652663641,283.22135546681295,0.011625255956225626,9.6836172696551,18.92392747221606,264.5420828208289,0.7815361827140345,76.15311148188883,163.28188650883695,0.005501903223445089,1.0,0.39076809135701723,0.038933140914197154
1166.0,23.32,0.0038390022363343356,279.3241364380633,0.012477019583698559,9.556281700443154,19.16220950542551,270.3562075547326,0.7859461082675447,75.49384379856514,159.38920916185154,0.005539561334738669,1.0,0.39297305413377237,0.03915282652414512
1167.0,23.34,0.003587264530526735,275.48044126202194,0.013400510242266527,9.431139716800907,19.396140156795518,276.2075294311108,0.7907273937348869,74.84593319450649,155.5504486798449,0.005580478172773818,1.0,0.39536369686744344,0.03939101186344008
1168.0,23.36,0.003355389464338487,271.689543391386,0.014402699734339117,9.308198439630221,19.62558440892345,282.09334173156054,0.7959161349630872,74.20941653754089,151.76491785844215,0.005624979955996012,1.0,0.3979580674815436,0.039649495089006545
1169.0,23.38,0.003141635820797196,267.95072537237894,0.015491339451278471,9.187468543807105,19.850415224808415,288.0109099565151,0.801552464047179,73.58434909586066,148.03194312107902,0.005673430499622241,1.0,0.4007762320235895,0.03993027542819403
1170.0,23.4,0.002944426824129214,264.26327880565657,0.01667505972941904,9.068964620544538,20.070513226043207,293.95747609360126,0.8076810637365878,72.97080641412171,144.35086507518636,0.005726236151495359,1.0,0.4038405318682939,0.04023557880453401
1171.0,23.42,0.002762333755861208,260.6265042991586,0.01796348345230257,8.952705587526165,20.285766289211363,299.9302626473442,0.8143517555999515,72.3688864368717,140.72103914811808,0.0057838514559239865,1.0,0.40717587779997577,0.04056788713785984
1172.0,23.44,0.002594061272560631,257.0397114138928,0.019367356186891026,8.838715153866984,20.496069057675108,305.9264763918025,0.8216201737930432,71.77871191584028,137.1418363181217,0.00584678566418664,1.0,0.4108100868965216,0.04092997190884541
1173.0,23.46,0.00243843423751625,253.502218603572,0.02089869547556932,8.72702234790548,20.701322365512137,311.94331180760304,0.8295485380039831,71.20043314253259,133.6126439581146,0.0059156102313528075,1.0,0.41477426900199155,0.04132493266417687
1174.0,23.48,0.002294385911389127,250.01335314888118,0.022570962442799603,8.61766211728627,20.901432568934556,317.9779541627335,0.8382065419304472,70.6342310551007,130.1328668128877,0.005990967463965701,1.0,0.4191032709652236,0.04175624127708602
1175.0,23.5,0.002160947354837447,246.57245108709327,0.024399259380326214,8.510676012283874,21.096310779453944,324.02758219478415,0.8476723762583628,70.08032077618749,126.70192813386363,0.006073580512680669,1.0,0.4238361881291814,0.042227792908232996
1176.0,23.52,0.002037237914022367,243.17885713766842,0.02640055763681998,8.406112965191367,21.285871991361198,330.0893703494929,0.8580339085389698,69.53895564813774,123.31927099968313,0.006164264939032937,1.0,0.4290169542694849,0.04274396478266492
1177.0,23.54,0.001922456676339,239.8319246243973,0.028593960925488854,8.304030180698437,21.47003409396236,336.16049052707643,0.8693900464390492,69.01043184284617,119.98435985583944,0.006263942127134968,1.0,0.4346950232195246,0.043309684101723776
1178.0,23.56,0.001815874793595522,236.5310153945935,0.03100101008732849,8.204494154829638,21.64871675646174,342.2381132827906,0.8818523156238054,68.49509363721403,116.69668231241795,0.00637365486045291,1.0,0.4409261578119027,0.043930506647131516
1179.0,23.58,0.0017168285809196207,233.27549973578417,0.033646036409740294,8.107581842932813,21.821840170337,348.31940842257836,0.895546689030566,67.99333946029819,113.45575124639885,0.006494585442199818,1.0,0.447773344515283,0.04461270790840329
1180.0,23.6,0.0016247133113858885,230.06475629029626,0.03655657193649496,8.013382000837614,21.989323630022344,354.40154492665687,0.9106157112097771,67.50562883703283,110.26110726197919,0.006628076806870874,1.0,0.45530785560488857,0.04536338890938397
1181.0,23.62,0.0015389776332418487,226.89817196809582,0.039763826705099974,7.921996727493313,22.151083928046702,360.48169012432794,0.9272209691762997,67.03249037509049,107.1123215743021,0.00677565715146031,1.0,0.46361048458814985,0.046190599296601284
