construct_mode,condition,n_trajectories,legacy_CI_peak_period_gen__n,legacy_CI_peak_period_gen__mean,legacy_CI_peak_period_gen__sd,legacy_CI_peak_period_gen__cv,PLtetO1_onset_period_gen__n,PLtetO1_onset_period_gen__mean,PLtetO1_onset_period_gen__sd,PLtetO1_onset_period_gen__cv,three_repressor_phase_period_gen__n,three_repressor_phase_period_gen__mean,three_repressor_phase_period_gen__sd,three_repressor_phase_period_gen__cv,reporter_ACF_period_gen__n,reporter_ACF_period_gen__mean,reporter_ACF_period_gen__sd,reporter_ACF_period_gen__cv,reporter_PSD_period_gen__n,reporter_PSD_period_gen__mean,reporter_PSD_period_gen__sd,reporter_PSD_period_gen__cv,mean_activity_minus_legacy_cycles,mean_phase_minus_legacy_cycles
paper_si,no_sponge,12,12,11.737022164847778,1.7325287048609876,0.1476122887498575,9,14.333442396980168,3.9147910234855265,0.2731228769098979,12,9.687929925537524,0.6297564577731704,0.06500423337220092,12,12.575491773082133,3.3967222511377666,0.27010651451488027,12,10.458364338283568,1.3787707920280754,0.13183426656699931,-10.5,5.333333333333333
paper_si,sponge_Nt40_eta1,12,12,12.369106232510516,0.6022598092649517,0.04869064893969409,12,13.010798658753936,0.8012125070892016,0.06158057841823024,12,12.108665567929386,0.7914587267010003,0.06536300158435558,12,12.888075698608075,0.5846786187157397,0.04536585851826472,12,12.943900506292017,1.007137749465009,0.07780790256966516,-1.5,0.8333333333333334
